Mitchell, Billy (I)	Double Indemnity	1944
Powers, Tom (I)	Double Indemnity	1944
Stanwyck, Barbara	Double Indemnity	1944
Philliber, John	Double Indemnity	1944
McDaniel, Sam	Double Indemnity	1944
Rush, Dick	Double Indemnity	1944
MacMurray, Fred	Double Indemnity	1944
Cobb, Edmund	Double Indemnity	1944
Heather, Jean	Double Indemnity	1944
Muse, Clarence	Double Indemnity	1944
Purdy, Constance	Double Indemnity	1944
Barr, Byron	Double Indemnity	1944
Farrington, Betty	Double Indemnity	1944
Hall, Eddie (I)	Double Indemnity	1944
Robinson, Edward G. (I)	Double Indemnity	1944
Shackelford, Floyd	Double Indemnity	1944
Hall, Porter (I)	Double Indemnity	1944
Spencer, Douglas (I)	Double Indemnity	1944
Nelson, Miriam (I)	Double Indemnity	1944
Loring, Teala	Double Indemnity	1944
Gaines, Richard (I)	Double Indemnity	1944
Berry, John (I)	Double Indemnity	1944
Chandler, Raymond	Double Indemnity	1944
Cripps, Kernan	Double Indemnity	1944
Garrison, Harold	Double Indemnity	1944
Adamson, James (I)	Double Indemnity	1944
Flowers, Bess	Double Indemnity	1944
Magrill, George	Double Indemnity	1944
Bonanova, Fortunio	Double Indemnity	1944
Smith, Oscar (I)	Double Indemnity	1944
