French, Susan (I)	The Sting	1973
Quade, John	The Sting	1973
Sloyan, James	The Sting	1973
Lockwood, Alexander (I)	The Sting	1973
Walston, Ray	The Sting	1973
Morrow, Byron	The Sting	1973
Way, Guy	The Sting	1973
Benedict, William 'Billy'	The Sting	1973
Kimball, Bruce (I)	The Sting	1973
Eastman, Peter Paul	The Sting	1973
Newman, Paul (I)	The Sting	1973
Shaw, Robert (I)	The Sting	1973
Dierkop, Charles	The Sting	1973
Tovey, Arthur	The Sting	1973
Paul, Lee	The Sting	1973
Freeman, Kathleen (I)	The Sting	1973
Kirkland, Sally (I)	The Sting	1973
Heffernan, John (I)	The Sting	1973
Sansom, Ken	The Sting	1973
Myers, Paulene	The Sting	1973
Brennan, Eileen (I)	The Sting	1973
Jones, Robert Earl	The Sting	1973
Griffin, Jack (I)	The Sting	1973
Arliss, Dimitra	The Sting	1973
Shear, Pearl	The Sting	1973
Ta-Tanisha	The Sting	1973
Gordon, Clarke	The Sting	1973
Kane, Sid	The Sting	1973
O'Brien, Kenneth (I)	The Sting	1973
Barr, Leonard	The Sting	1973
Spratley, Tom	The Sting	1973
Johnson, Arch	The Sting	1973
Bratcher, Patricia	The Sting	1973
Elcar, Dana	The Sting	1973
Morrell, Chuck	The Sting	1973
Long, Avon	The Sting	1973
Tornatore, Joe (I)	The Sting	1973
Lally, Mike (I)	The Sting	1973
Mann, Larry D.	The Sting	1973
Durning, Charles	The Sting	1973
Sullivan, Brad (I)	The Sting	1973
Collins, Jack (IV)	The Sting	1973
Gould, Harold (I)	The Sting	1973
Bakey, Ed	The Sting	1973
Brubaker, Robert (I)	The Sting	1973
Redford, Robert (I)	The Sting	1973
Kehoe, Jack	The Sting	1973
