Lacroix, Marie (II)	La passion de Jeanne d'Arc	1928
Larive, Léon	La passion de Jeanne d'Arc	1928
Falconetti, Maria	La passion de Jeanne d'Arc	1928
Dalleu, Gilbert	La passion de Jeanne d'Arc	1928
Delauzac, Paul	La passion de Jeanne d'Arc	1928
Narlay, Raymond	La passion de Jeanne d'Arc	1928
Aymé, Jean	La passion de Jeanne d'Arc	1928
Mihalesco, Alexandre	La passion de Jeanne d'Arc	1928
Simon, Michel (I)	La passion de Jeanne d'Arc	1928
Berley, André	La passion de Jeanne d'Arc	1928
Maillard, Henri	La passion de Jeanne d'Arc	1928
Lurville, Armand	La passion de Jeanne d'Arc	1928
Gaultier, Henri	La passion de Jeanne d'Arc	1928
Silvain, Eugene	La passion de Jeanne d'Arc	1928
Fournez-Goffard	La passion de Jeanne d'Arc	1928
Ravet, Louis	La passion de Jeanne d'Arc	1928
Jorge, Paul	La passion de Jeanne d'Arc	1928
Schutz, Maurice	La passion de Jeanne d'Arc	1928
Dimitriev, Dimitri	La passion de Jeanne d'Arc	1928
Artaud, Antonin	La passion de Jeanne d'Arc	1928
Dacheux, Gilbert	La passion de Jeanne d'Arc	1928
Arnna, Jacques	La passion de Jeanne d'Arc	1928
d'Yd, Jean	La passion de Jeanne d'Arc	1928
