Cheshire, Harry	The Best Years of Our Lives	1946
Jackson, Jackie (I)	The Best Years of Our Lives	1946
Lane, Charles (I)	It's a Wonderful Life	1946
Penn, Leo	The Best Years of Our Lives	1946
Baldwin, Walter (I)	The Best Years of Our Lives	1946
Windheim, Marek	The Best Years of Our Lives	1946
Sayles, Noreen	The Best Years of Our Lives	1946
Wyler, Catherine (I)	The Best Years of Our Lives	1946
Moorhouse, Bert	It's a Wonderful Life	1946
Dugan, Tom (I)	The Best Years of Our Lives	1946
Treen, Mary (I)	It's a Wonderful Life	1946
Edwards, Blake (I)	The Best Years of Our Lives	1946
McCann, Doreen (I)	The Best Years of Our Lives	1946
Mauree, Michael	The Best Years of Our Lives	1946
Kent, Carl (I)	It's a Wonderful Life	1946
Hodgins, Earle	The Best Years of Our Lives	1946
Bohnen, Roman	The Best Years of Our Lives	1946
Martin, Thomas (I)	The Best Years of Our Lives	1946
Laird, Effie	It's a Wonderful Life	1946
Howard, Art (I)	It's a Wonderful Life	1946
Ridgway, Suzanne	It's a Wonderful Life	1946
Bridge, Al	It's a Wonderful Life	1946
Andrews, Dana (I)	The Best Years of Our Lives	1946
Howard, Bert	It's a Wonderful Life	1946
Tyrrell, John (II)	The Best Years of Our Lives	1946
Lally, Mike (I)	It's a Wonderful Life	1946
Stevens, Bert (I)	The Best Years of Our Lives	1946
Ralph, Ronnie	It's a Wonderful Life	1946
Chamberlain, Howland	The Best Years of Our Lives	1946
Cheshire, Harry	It's a Wonderful Life	1946
Simms, Larry	It's a Wonderful Life	1946
Wright, Teresa (I)	The Best Years of Our Lives	1946
Coleman, Tom (I)	It's a Wonderful Life	1946
Edwards, Sarah (I)	It's a Wonderful Life	1946
Fenton, Frank (II)	It's a Wonderful Life	1946
George, Gladys	The Best Years of Our Lives	1946
Loy, Myrna	The Best Years of Our Lives	1946
White, Dean (I)	The Best Years of Our Lives	1946
Elliott, Dick (I)	It's a Wonderful Life	1946
Mummert, Danny	It's a Wonderful Life	1946
Earle, Edward (I)	The Best Years of Our Lives	1946
Meakin, Charles	It's a Wonderful Life	1946
Sullivan, Charles (I)	It's a Wonderful Life	1946
Roberts, Mark (I)	It's a Wonderful Life	1946
Ince, John (I)	The Best Years of Our Lives	1946
Mack, Wilbur	The Best Years of Our Lives	1946
Carmichael, Hoagy (I)	The Best Years of Our Lives	1946
Cooper, Clancy	The Best Years of Our Lives	1946
Cheatham, Jack	It's a Wonderful Life	1946
Chatterton, Tom	It's a Wonderful Life	1946
Ash, Sam (I)	It's a Wonderful Life	1946
Graham, Herschel	It's a Wonderful Life	1946
Hyke, Ray	The Best Years of Our Lives	1946
Davis, Bryn	It's a Wonderful Life	1946
Grimes, Karolyn	It's a Wonderful Life	1946
Erway, Ben	The Best Years of Our Lives	1946
Roose, Jeanine Ann	It's a Wonderful Life	1946
Brunetti, Argentina	It's a Wonderful Life	1946
Ames, Jimmy	The Best Years of Our Lives	1946
Walker, Ray (I)	It's a Wonderful Life	1946
Ridgway, Suzanne	The Best Years of Our Lives	1946
Barrymore, Lionel	It's a Wonderful Life	1946
Fadden, Tom	It's a Wonderful Life	1946
Gale, Jean (II)	It's a Wonderful Life	1946
Ward, Amelita	The Best Years of Our Lives	1946
Karnes, Robert	The Best Years of Our Lives	1946
Sullivan, Brick	It's a Wonderful Life	1946
Arden, Mary (III)	The Best Years of Our Lives	1946
Olsen, Moroni	It's a Wonderful Life	1946
Andrews, Carol (I)	The Best Years of Our Lives	1946
Anderson, Robert J.	It's a Wonderful Life	1946
Hinds, Samuel S.	It's a Wonderful Life	1946
Stewart, James (I)	It's a Wonderful Life	1946
March, Fredric	The Best Years of Our Lives	1946
Wheat, Larry	It's a Wonderful Life	1946
Caselotti, Adriana	It's a Wonderful Life	1946
Randolph, Lillian	It's a Wonderful Life	1946
Reed, Donna (I)	It's a Wonderful Life	1946
Gordon, Dick (I)	It's a Wonderful Life	1946
Engle, Billy	The Best Years of Our Lives	1946
O'Brien, William H.	The Best Years of Our Lives	1946
Gillette, Harry (II)	The Best Years of Our Lives	1946
Sanford, Erskine	The Best Years of Our Lives	1946
Switzer, Carl 'Alfalfa' (I)	It's a Wonderful Life	1946
Fesetta, Doris June	The Best Years of Our Lives	1946
Parker, Franklin (I)	It's a Wonderful Life	1946
Flaherty, Pat (I)	The Best Years of Our Lives	1946
Dawson, Hal K.	The Best Years of Our Lives	1946
Miller, Harold (I)	The Best Years of Our Lives	1946
Halton, Charles	It's a Wonderful Life	1946
Hawkins, Jimmy (I)	It's a Wonderful Life	1946
Benedict, Brooks	It's a Wonderful Life	1946
Correll, Mady	The Best Years of Our Lives	1946
Palma, Joe	The Best Years of Our Lives	1946
Beddoe, Don	The Best Years of Our Lives	1946
Peterson, Caleb	The Best Years of Our Lives	1946
Warner, H.B.	It's a Wonderful Life	1946
Coombs, Carol	It's a Wonderful Life	1946
Ford, Tennessee Ernie	The Best Years of Our Lives	1946
O'Leary-Jameson, Lynn	It's a Wonderful Life	1946
Acker, Jean	It's a Wonderful Life	1946
Bondi, Beulah	It's a Wonderful Life	1946
Leonard, Sheldon	It's a Wonderful Life	1946
Schindell, Cy	It's a Wonderful Life	1946
Dorr, Lester	The Best Years of Our Lives	1946
Davis, Lew	It's a Wonderful Life	1946
Lomas, Jack	It's a Wonderful Life	1946
Gordon, Dick (I)	The Best Years of Our Lives	1946
Compton, Joyce (I)	The Best Years of Our Lives	1946
Travers, Henry (I)	It's a Wonderful Life	1946
Chapin, Michael	It's a Wonderful Life	1946
Edmunds, William	It's a Wonderful Life	1946
Wilson, Charles C.	It's a Wonderful Life	1946
Kerr, Donald (I)	The Best Years of Our Lives	1946
Darmour, Roy	The Best Years of Our Lives	1946
Bailey, Jack (I)	It's a Wonderful Life	1946
Collins, Ray (I)	The Best Years of Our Lives	1946
Conaty, James	The Best Years of Our Lives	1946
Fetherston, Eddie	It's a Wonderful Life	1946
Karns, Todd	It's a Wonderful Life	1946
Phillips Jr., Norman	The Best Years of Our Lives	1946
Adams, Dorothy (I)	The Best Years of Our Lives	1946
Bernard, Joseph E.	It's a Wonderful Life	1946
Krupa, Gene	The Best Years of Our Lives	1946
Frederick, Lee	It's a Wonderful Life	1946
Mann, Susan (II)	The Best Years of Our Lives	1946
Mack, Wilbur	It's a Wonderful Life	1946
Lewis, Meade 'Lux'	It's a Wonderful Life	1946
Conway, Bert	The Best Years of Our Lives	1946
Bond, Ward	It's a Wonderful Life	1946
Buckley, Buz	It's a Wonderful Life	1946
O'Connor, Bob (I)	It's a Wonderful Life	1946
Aames, Marlene	The Best Years of Our Lives	1946
Clark, Edward (I)	It's a Wonderful Life	1946
Mitchell, Thomas (I)	It's a Wonderful Life	1946
Soldi, Stephen	The Best Years of Our Lives	1946
Gordon, Jack (I)	It's a Wonderful Life	1946
Kemp, Kenner G.	The Best Years of Our Lives	1946
O'Donnell, Cathy (I)	The Best Years of Our Lives	1946
Patton, Virginia	It's a Wonderful Life	1946
Hall, Michael (VI)	The Best Years of Our Lives	1946
