Rimmer, Shane	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Harrington, Victor	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Tanner, Gordon (II)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Pickens, Slim (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
O'Neil, Robert (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Herder, Laurence	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Galili, Hal	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Roy, Peter (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Reed, Tracy (II)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Hayden, Sterling	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Berry, Frank (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Jones, James Earl	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Tamarin, Paul	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Tucker, Burnell	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Stephens, Roy	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Wynn, Keenan	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Creley, Jack	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Scott, George C.	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Sellers, Peter (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
McCarthy, John (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Bull, Peter (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
Beck, Glenn (I)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964
